year,month,daily rain
2016,12,0.04
2016,12,0.28
2017,1,0.08
2017,1,0.61
2017,1,0.29
2017,1,0.14
2017,1,0.93
2017,1,0.91
2017,1,0.28
2017,1,0.11
2017,1,0.91
2017,1,0.68
2017,1,1.78
2017,1,0.42
2017,1,1.31
2017,1,0.04
2017,2,0.17
2017,2,0.18
2017,2,1.48
2017,2,0.22
2017,2,0.46
2017,2,0.01
2017,2,0.04
2017,2,0.65
2017,2,0.01
2017,2,1.27
2017,2,5.02
2017,2,0.10
2017,2,0.74
2017,2,0.19
2017,2,0.06
2017,2,0.15
2017,3,0.20
2017,3,0.20
2017,3,0.55
2017,3,0.03
2017,4,0.12
2017,4,0.01
2017,4,0.21
2017,4,0.01
2017,5,0.20
2017,5,0.03
2017,6,0.01
2017,6,0.01
2017,9,0.00
2017,9,0.27
2017,9,0.01
2017,9,0.09
2017,11,0.04
2017,11,0.03
2018,1,0.07
2018,1,0.11
2018,1,0.02
2018,1,1.32
2018,1,0.39
2018,2,0.01
2018,2,0.02
2018,2,0.04
2018,3,0.48
2018,3,0.15
2018,3,0.01
2018,3,1.06
2018,3,0.01
2018,3,0.10
2018,3,0.66
2018,3,0.51
2018,3,0.13
2018,3,0.75
2018,3,1.91
2018,3,1.29
2018,3,0.01
